Fish Name,Fish Family,Region,Season,Is Sustainable,Best Month,Worst Month,Number of Fish per m2,Population Number,Fish Consumption Rate (kg/year),Mortality Rate (%),Cause of Threatening,Threatened,Pollution Level,Threat Level Percentage
Mahogany Snapper,Lutjanidae,West Coast,Fall,No,April,November,3.2,694,17.59,19.41612739,Climate Change,Yes,9,63.33413701
Sole,Pleuronectidae,West Coast,Summer,Yes,August,December,0.21,2769,16.72,6.36112635,Habitat Destruction,No,3,100
Emperor,Lutjanidae,West Coast,Spring,Yes,June,July,3.37,2741,36.28,4.928641759,Pollution,No,2,100
Snapper,Lutjanidae,West Coast,Summer,No,June,December,0.52,562,32.11,17.96693973,,Yes,8,100
Grouper,Serranidae,East Coast,Summer,Yes,April,January,4.24,1199,21.84,9.022872029,Pollution,No,5,100
Sea Bass,Serranidae,East Coast,Winter,Yes,October,April,4.66,2060,18.59,5.011002621,Climate Change,No,1,100
Char,Salmonidae,Both Coasts,Spring,No,January,July,4.88,1399,34.67,8.008395429,Climate Change,No,5,100
Emperor,Lutjanidae,West Coast,Winter,Yes,March,November,2.69,1164,32.96,11.33132513,,Yes,5,100
Char,Salmonidae,Both Coasts,Winter,Yes,February,August,1.93,384,9.56,13.72404238,Overfishing,Yes,9,100
Comber,Serranidae,East Coast,Fall,No,April,March,3.68,2628,4.96,2.892405708,Climate Change,No,1,100
Snapper,Lutjanidae,West Coast,Winter,Yes,July,September,0.23,868,10.81,11.91353754,Pollution,Yes,7,100
Flounder,Pleuronectidae,West Coast,Winter,No,January,December,1.19,1455,38.32,11.47778726,Climate Change,Yes,7,47.4171555
Mahogany Snapper,Lutjanidae,West Coast,Summer,Yes,September,May,4.56,2881,33.29,2.799786965,Climate Change,No,1,50.53156278
Flounder,Pleuronectidae,West Coast,Fall,No,December,November,1.22,2698,35.79,3.35354313,Climate Change,No,3,100
Grouper,Serranidae,East Coast,Fall,No,April,January,3.9,2437,9.42,3.950377274,Pollution,No,1,100
Flounder,Pleuronectidae,West Coast,Winter,No,December,February,2.73,1076,41.04,8.150613378,Climate Change,No,6,68.90559365
Mahogany Snapper,Lutjanidae,West Coast,Fall,No,February,November,1.09,2419,42.01,3.877856567,Overfishing,No,2,100
Anthias,Serranidae,East Coast,Summer,No,September,August,4.35,876,41.02,10.04799496,Climate Change,Yes,7,85.35152444
Emperor,Lutjanidae,West Coast,Fall,Yes,September,April,0.26,1674,28.05,5.455801811,Pollution,No,4,52.77176687
Jobfish,Lutjanidae,West Coast,Winter,Yes,March,August,4.33,2980,9.53,5.94775157,,No,4,100
Snapper,Lutjanidae,West Coast,Winter,Yes,March,August,1.92,1644,15.53,7.614733733,Climate Change,No,2,100
Mackerel,Scombridae,West Coast,Fall,No,March,June,0.56,1349,39.48,8.320533042,Habitat Destruction,No,7,100
Sergeant Major,Pomacentridae,East Coast,Spring,No,July,August,0.26,2908,18.31,6.887209789,Habitat Destruction,No,2,100
Grouper,Serranidae,East Coast,Winter,No,December,April,3.36,453,27.58,17.10648213,Habitat Destruction,Yes,10,100
Clownfish,Pomacentridae,East Coast,Fall,Yes,August,July,0.11,2686,22.88,4.337898619,Pollution,No,2,100
Damselfish,Pomacentridae,East Coast,Spring,Yes,October,February,4.59,210,17.49,15.89561615,Pollution,Yes,10,100
Bonito,Scombridae,West Coast,Fall,No,June,December,1.51,1497,16.78,11.36017267,Overfishing,Yes,7,100
Mackerel,Scombridae,West Coast,Fall,No,August,November,3.84,458,46.19,13.1957909,Overfishing,Yes,9,53.32869724
Emperor,Lutjanidae,West Coast,Winter,Yes,July,January,3.04,1894,42.36,4.337883618,,No,4,100
Anthias,Serranidae,East Coast,Fall,No,August,January,1.04,2522,34.98,5.585520068,Overfishing,No,4,72.14966739
Salmon,Salmonidae,Both Coasts,Summer,No,April,June,2.19,1717,15.59,6.997098987,,No,2,93.94905675
Salmon,Salmonidae,Both Coasts,Winter,No,August,December,1.86,1648,29.3,6.01058316,Pollution,No,3,100
Flounder,Pleuronectidae,West Coast,Winter,Yes,December,February,0.75,2674,37.58,6.711936426,Overfishing,No,4,56.51506707
Chromis,Pomacentridae,East Coast,Spring,No,January,June,0.85,364,15.17,15.09925301,Climate Change,Yes,8,100
Jobfish,Lutjanidae,West Coast,Summer,Yes,May,November,4.94,266,29.33,17.33491253,Climate Change,Yes,9,100
Plaice,Pleuronectidae,West Coast,Spring,Yes,February,October,3.16,2366,19.64,4.19152022,Climate Change,No,3,47.10859911
Sole,Pleuronectidae,West Coast,Winter,Yes,March,July,0.63,2358,20.82,4.919331803,Habitat Destruction,No,1,100
Clownfish,Pomacentridae,East Coast,Winter,No,September,April,2.81,2988,13.74,3.802811724,Pollution,No,4,100
Anthias,Serranidae,East Coast,Spring,No,July,March,1.25,1655,34.84,6.15262783,Overfishing,No,3,100
Clownfish,Pomacentridae,East Coast,Winter,Yes,October,September,0.75,753,1.52,16.94958731,Overfishing,Yes,10,66.55346514
Comber,Serranidae,East Coast,Summer,No,January,August,3.63,2941,25.75,2.258773983,Habitat Destruction,No,3,100
Halibut,Pleuronectidae,West Coast,Summer,No,January,November,3.91,739,42.96,12.23109941,,Yes,8,100
Grouper,Serranidae,East Coast,Summer,No,November,August,3.16,1562,23.14,5.475300549,Pollution,No,3,84.53427754
Mahogany Snapper,Lutjanidae,West Coast,Summer,Yes,November,October,3.78,1944,23.36,7.395003762,Pollution,No,1,100
Salmon,Salmonidae,Both Coasts,Winter,Yes,September,January,4.49,1248,42.93,8.930658417,Pollution,No,6,100
Sole,Pleuronectidae,West Coast,Fall,No,August,September,3.17,587,12.49,18.74906033,Habitat Destruction,Yes,8,100
Jobfish,Lutjanidae,West Coast,Summer,No,May,March,2.01,117,33.58,15.84710123,Climate Change,Yes,8,100
Emperor,Lutjanidae,West Coast,Summer,No,August,March,1.3,932,34.86,8.577604533,Climate Change,Yes,6,100
Damselfish,Pomacentridae,East Coast,Winter,No,October,January,2.16,2642,15.5,4.930905666,Habitat Destruction,No,3,100
Sea Bass,Serranidae,East Coast,Fall,No,January,April,0.72,175,42.32,14.38573301,Overfishing,Yes,10,100
Tuna,Scombridae,West Coast,Fall,Yes,July,August,1.24,1531,16.24,6.112691376,Climate Change,No,1,100
Flounder,Pleuronectidae,West Coast,Summer,Yes,June,September,0.87,1785,34.48,6.539889732,Overfishing,No,2,100
Sea Bass,Serranidae,East Coast,Summer,No,August,July,4.56,1499,47.08,10.99061125,Overfishing,Yes,6,100
Tuna,Scombridae,West Coast,Winter,Yes,July,June,3.49,304,27.62,15.82672088,Habitat Destruction,Yes,8,82.85199468
Halibut,Pleuronectidae,West Coast,Spring,Yes,January,November,3.44,1222,33.68,10.74277699,Overfishing,Yes,6,100
Damselfish,Pomacentridae,East Coast,Winter,Yes,April,September,1.37,617,18.84,13.57226879,Pollution,Yes,9,93.92276752
Grouper,Serranidae,East Coast,Fall,Yes,August,November,2.07,2816,29.17,2.062059527,Climate Change,No,4,100
Sea Bass,Serranidae,East Coast,Spring,Yes,December,October,2.87,2920,45.7,2.272180115,Overfishing,No,2,100
Plaice,Pleuronectidae,West Coast,Summer,Yes,July,September,2.29,124,24,13.35655201,Habitat Destruction,Yes,9,100
Damselfish,Pomacentridae,East Coast,Spring,Yes,May,November,1.12,2424,32.06,3.390947667,Pollution,No,3,65.87493499
Salmon,Salmonidae,Both Coasts,Spring,Yes,November,May,3.81,1467,44.2,10.23953009,Habitat Destruction,Yes,5,49.53623106
Trout,Salmonidae,Both Coasts,Summer,No,January,February,0.28,2494,7.35,4.022001339,Overfishing,No,2,71.74209913
Snapper,Lutjanidae,West Coast,Fall,No,June,May,2.35,258,2.61,18.76210157,Habitat Destruction,Yes,8,100
Jobfish,Lutjanidae,West Coast,Summer,No,October,November,1.82,437,48.48,17.13202194,Climate Change,Yes,8,61.12977045
Damselfish,Pomacentridae,East Coast,Summer,No,August,July,0.38,191,28.79,19.35991581,,Yes,10,100
Sea Bass,Serranidae,East Coast,Winter,No,May,January,1.95,1748,27.56,6.270095233,,No,4,100
Sergeant Major,Pomacentridae,East Coast,Winter,Yes,August,December,3.9,1622,28.7,4.327030416,Habitat Destruction,No,2,63.75659832
Mackerel,Scombridae,West Coast,Winter,Yes,November,May,2.74,2409,12.52,2.697878851,Habitat Destruction,No,1,100
Chromis,Pomacentridae,East Coast,Summer,Yes,May,March,2.65,659,7.43,17.73067502,Overfishing,Yes,10,41.24287233
Snapper,Lutjanidae,West Coast,Fall,Yes,February,June,0.76,1465,42.13,10.95456133,Habitat Destruction,Yes,6,100
Trout,Salmonidae,Both Coasts,Fall,Yes,August,October,2.5,309,34.32,18.50488417,Habitat Destruction,Yes,9,100
Anthias,Serranidae,East Coast,Summer,No,August,February,2.71,1231,42.94,11.76686234,,Yes,6,100
Bonito,Scombridae,West Coast,Fall,Yes,October,December,4.86,234,25.44,14.99077069,Climate Change,Yes,8,48.83250531
Sole,Pleuronectidae,West Coast,Winter,Yes,May,April,1.65,2858,34.09,4.542628247,Pollution,No,1,48.82537847
Sea Bass,Serranidae,East Coast,Winter,No,May,June,0.73,1470,29.67,9.840475012,Pollution,No,7,95.54356318
Halibut,Pleuronectidae,West Coast,Fall,No,December,September,2.43,1973,1.14,4.634704213,Climate Change,No,3,100
Kingfish,Scombridae,West Coast,Spring,Yes,October,November,3.86,1854,40.62,2.757732295,Climate Change,No,1,100
Snapper,Lutjanidae,West Coast,Winter,No,January,August,0.77,403,25.22,19.62409773,Pollution,Yes,10,100
Tuna,Scombridae,West Coast,Spring,Yes,November,May,3.64,337,28.92,16.14692222,Overfishing,Yes,10,100
Damselfish,Pomacentridae,East Coast,Spring,No,July,January,0.59,1248,10.49,9.251933698,Overfishing,No,7,100
Damselfish,Pomacentridae,East Coast,Fall,Yes,February,June,0.22,2129,34.93,6.125106585,Pollution,No,4,88.60699048
Emperor,Lutjanidae,West Coast,Fall,No,September,May,4.13,632,28.99,19.46301295,Habitat Destruction,Yes,8,51.60868774
Tuna,Scombridae,West Coast,Winter,No,August,November,3.13,2637,18.72,2.671011704,Habitat Destruction,No,4,100
Clownfish,Pomacentridae,East Coast,Spring,Yes,November,January,1.11,2566,1.02,5.487108385,,No,2,100
Bonito,Scombridae,West Coast,Fall,No,February,May,4.62,1542,46.01,4.389523717,Habitat Destruction,No,2,100
Halibut,Pleuronectidae,West Coast,Winter,Yes,June,December,1.72,714,20.41,14.11210501,Pollution,Yes,10,100
Sea Bass,Serranidae,East Coast,Fall,No,April,August,0.23,2477,45.95,2.205343493,Overfishing,No,4,100
Mackerel,Scombridae,West Coast,Summer,Yes,March,May,0.84,1492,21.55,8.182521498,Climate Change,No,7,100
Sea Bass,Serranidae,East Coast,Summer,No,December,August,3.7,722,33.26,18.83148981,Overfishing,Yes,10,100
Kingfish,Scombridae,West Coast,Fall,Yes,December,November,0.48,2165,18.67,4.357963389,Habitat Destruction,No,2,100
Flounder,Pleuronectidae,West Coast,Fall,Yes,August,January,3.72,1212,21.7,9.435305955,Overfishing,No,7,59.19345786
Snapper,Lutjanidae,West Coast,Fall,Yes,March,September,0.65,1300,43.32,9.235394974,Habitat Destruction,No,5,31.91628568
Chromis,Pomacentridae,East Coast,Fall,No,September,December,1.45,265,4.97,17.11786422,Climate Change,Yes,8,100
Halibut,Pleuronectidae,West Coast,Winter,No,November,June,4.48,257,14.3,19.35611432,Pollution,Yes,8,97.46363492
Jobfish,Lutjanidae,West Coast,Spring,Yes,April,August,3.71,2745,30.19,3.869383987,Climate Change,No,3,100
Damselfish,Pomacentridae,East Coast,Summer,No,February,August,2.36,2776,36.24,6.913632991,,No,4,100
Grayling,Salmonidae,Both Coasts,Spring,No,March,November,0.39,1201,4.26,11.32065526,Habitat Destruction,No,5,74.6053175
Mahogany Snapper,Lutjanidae,West Coast,Summer,No,February,September,0.99,380,13.46,17.50075948,Pollution,Yes,10,100
Plaice,Pleuronectidae,West Coast,Spring,No,July,April,0.41,2522,20.69,6.193400669,Pollution,No,2,100
Sole,Pleuronectidae,West Coast,Fall,Yes,July,September,1.52,586,5.57,15.20582378,Pollution,Yes,10,87.24091463
Damselfish,Pomacentridae,East Coast,Fall,Yes,May,October,1.92,2376,13.64,3.759313453,Habitat Destruction,No,2,92.02376931
Bonito,Scombridae,West Coast,Fall,Yes,November,September,0.81,508,13.28,13.50148842,Climate Change,Yes,10,72.06452781
Comber,Serranidae,East Coast,Winter,No,February,September,2.47,1239,42.67,10.82221768,Climate Change,Yes,5,100
Jobfish,Lutjanidae,West Coast,Spring,Yes,May,February,4.55,2421,43.32,6.637529949,Climate Change,No,4,100
Jobfish,Lutjanidae,West Coast,Winter,No,May,January,2.89,1052,28.9,11.17532891,,Yes,7,100
Flounder,Pleuronectidae,West Coast,Summer,No,April,September,3.37,2685,31.11,3.59232866,Overfishing,No,2,28.58249626
Salmon,Salmonidae,Both Coasts,Summer,Yes,April,December,0.52,2490,27.59,2.705904093,Climate Change,No,3,100
Mahogany Snapper,Lutjanidae,West Coast,Winter,No,June,October,4.15,2483,21.63,6.65843205,Pollution,No,3,67.85632055
Halibut,Pleuronectidae,West Coast,Spring,No,January,April,3.66,1038,11.43,10.37808639,Overfishing,Yes,7,100
Plaice,Pleuronectidae,West Coast,Winter,No,September,March,0.23,2046,39.5,3.970242055,,No,4,100
Sea Bass,Serranidae,East Coast,Fall,Yes,June,May,3.75,731,4.1,16.4399505,Habitat Destruction,Yes,8,58.3709057
Bonito,Scombridae,West Coast,Winter,No,January,March,2.64,1978,22.62,2.845419451,,No,1,39.85747988
Bonito,Scombridae,West Coast,Spring,Yes,November,February,3.82,614,7.7,17.98199094,Pollution,Yes,9,100
Bonito,Scombridae,West Coast,Fall,Yes,September,October,1.62,274,26.01,14.03592648,Habitat Destruction,Yes,9,53.61289753
Grayling,Salmonidae,Both Coasts,Spring,Yes,September,July,3.38,2775,45,7.443298811,Climate Change,No,3,100
Plaice,Pleuronectidae,West Coast,Fall,Yes,December,February,4.85,2933,1.01,6.487117846,Habitat Destruction,No,2,63.97649288
Trout,Salmonidae,Both Coasts,Summer,No,October,May,3.48,881,34.45,11.88765059,Climate Change,Yes,7,100
Jobfish,Lutjanidae,West Coast,Spring,No,July,October,3.98,1041,34.1,10.42096265,,Yes,7,100
Mahogany Snapper,Lutjanidae,West Coast,Summer,Yes,December,February,2.63,1915,22.19,3.847982451,Habitat Destruction,No,4,100
Bonito,Scombridae,West Coast,Fall,No,October,November,3.41,1210,44.18,10.949004,Climate Change,Yes,7,89.02848199
Damselfish,Pomacentridae,East Coast,Winter,No,February,October,0.49,1079,49.66,10.1098293,Pollution,Yes,7,77.50669608
Mackerel,Scombridae,West Coast,Winter,Yes,August,November,3.33,1139,22.9,11.66067377,Pollution,No,5,59.75228859
Grouper,Serranidae,East Coast,Fall,No,May,March,0.4,2848,47.6,4.458996011,Overfishing,No,2,11.53959545
Damselfish,Pomacentridae,East Coast,Spring,No,June,November,3.07,635,17.34,12.70488087,Pollution,Yes,10,100
Kingfish,Scombridae,West Coast,Spring,No,August,July,3.46,2864,37.11,7.126647428,Pollution,No,2,100
Damselfish,Pomacentridae,East Coast,Summer,Yes,December,June,0.24,952,24.45,11.50959156,,Yes,7,96.39861664
Trout,Salmonidae,Both Coasts,Fall,No,January,February,2,1709,9.62,6.196946248,,No,3,59.69732785
Mahogany Snapper,Lutjanidae,West Coast,Spring,Yes,September,July,0.27,793,31.39,19.51229091,Habitat Destruction,Yes,10,55.29817204
Sole,Pleuronectidae,West Coast,Winter,Yes,June,December,3.03,1874,9.99,2.159529407,Climate Change,No,3,54.21226879
Sole,Pleuronectidae,West Coast,Spring,Yes,July,June,3.2,2948,37.02,3.711019196,Overfishing,No,1,100
Char,Salmonidae,Both Coasts,Spring,Yes,April,July,3.04,2387,8.78,5.750709371,Overfishing,No,2,100
Emperor,Lutjanidae,West Coast,Winter,No,October,January,3.64,1139,38.27,9.431286895,Pollution,No,5,100
Comber,Serranidae,East Coast,Spring,No,December,May,4.71,501,19.78,17.54456061,,Yes,9,100
Tuna,Scombridae,West Coast,Winter,Yes,July,June,3.15,2367,42.54,4.807724728,Pollution,No,3,100
Tuna,Scombridae,West Coast,Spring,No,July,December,3.71,1049,8.61,10.85957366,Pollution,Yes,5,76.7048209
Snapper,Lutjanidae,West Coast,Summer,Yes,September,April,3.81,505,46.2,18.98988842,Habitat Destruction,Yes,9,40.13264395
Halibut,Pleuronectidae,West Coast,Fall,Yes,December,August,4.71,814,43.69,11.69618549,,Yes,5,79.03480229
Sergeant Major,Pomacentridae,East Coast,Spring,Yes,November,September,2.31,2668,36.54,6.951378216,Pollution,No,2,68.359185
Chromis,Pomacentridae,East Coast,Winter,Yes,January,December,4.57,1423,33.69,8.49714982,Climate Change,No,7,62.04595326
Bonito,Scombridae,West Coast,Summer,Yes,January,December,1.18,599,11.56,14.11878191,Climate Change,Yes,10,100
Snapper,Lutjanidae,West Coast,Summer,No,August,April,3.9,657,6.47,16.62007595,Climate Change,Yes,10,100
Chromis,Pomacentridae,East Coast,Summer,Yes,May,September,1.99,462,26.06,16.54599807,Overfishing,Yes,8,40.84160767
Chromis,Pomacentridae,East Coast,Fall,Yes,September,March,1.87,2517,37.71,5.292913446,,No,3,97.68912427
Sea Bass,Serranidae,East Coast,Summer,No,May,January,4.08,355,21.29,17.84948367,Pollution,Yes,9,100
Sergeant Major,Pomacentridae,East Coast,Spring,No,August,January,4.97,1219,31.61,8.563866688,Pollution,No,6,100
Sergeant Major,Pomacentridae,East Coast,Winter,Yes,January,November,3.6,176,24.7,15.71143693,Pollution,Yes,8,100
Clownfish,Pomacentridae,East Coast,Fall,No,May,November,3.6,339,31.45,13.49514881,Climate Change,Yes,8,100
Grouper,Serranidae,East Coast,Summer,No,December,January,1.6,1780,5.02,5.85849663,Pollution,No,4,100
Kingfish,Scombridae,West Coast,Summer,No,January,June,1.51,1429,13.57,8.140058836,Climate Change,No,5,100
Emperor,Lutjanidae,West Coast,Summer,Yes,January,June,2.13,374,5.48,16.38789924,Climate Change,Yes,8,100
Grouper,Serranidae,East Coast,Fall,No,February,September,2.59,2786,19.51,7.329691133,Habitat Destruction,No,2,100
Emperor,Lutjanidae,West Coast,Spring,No,January,May,2.65,2172,4.25,5.940290838,Habitat Destruction,No,2,100
Sea Bass,Serranidae,East Coast,Summer,Yes,June,August,4.66,2090,4.94,7.090991296,Pollution,No,1,100
Jobfish,Lutjanidae,West Coast,Spring,Yes,November,October,1.94,1314,36.86,10.94432275,Overfishing,Yes,7,100
Tuna,Scombridae,West Coast,Fall,Yes,May,August,0.12,2097,46.18,7.247848909,Habitat Destruction,No,1,100
Sergeant Major,Pomacentridae,East Coast,Spring,Yes,December,January,2.91,1912,11.94,7.408925575,Overfishing,No,1,100
Jobfish,Lutjanidae,West Coast,Fall,Yes,July,May,3.84,969,46.95,11.35673226,Habitat Destruction,Yes,5,33.46221022
Grouper,Serranidae,East Coast,Spring,Yes,September,February,1.15,402,15.59,17.64297576,,Yes,8,30.01085237
Mackerel,Scombridae,West Coast,Spring,Yes,October,September,3.85,1834,47.02,3.779764119,Climate Change,No,3,100
Sole,Pleuronectidae,West Coast,Spring,Yes,May,April,4.75,1305,6.73,8.857184742,,No,5,100
Flounder,Pleuronectidae,West Coast,Fall,Yes,October,December,0.66,1295,6.33,11.816671,Habitat Destruction,Yes,7,51.29737973
Char,Salmonidae,Both Coasts,Summer,No,September,July,3.39,1441,41.37,10.42031548,Overfishing,Yes,7,100
Trout,Salmonidae,Both Coasts,Summer,No,May,December,3.47,366,47.02,14.59972289,Overfishing,Yes,10,10.14965284
Chromis,Pomacentridae,East Coast,Spring,Yes,August,November,4.54,1922,4.77,2.43960622,,No,4,87.80246689
Grouper,Serranidae,East Coast,Fall,Yes,October,September,4.79,413,24.19,19.11702021,Pollution,Yes,10,27.70535327
Damselfish,Pomacentridae,East Coast,Spring,No,March,May,1.24,267,14.25,19.50247616,Habitat Destruction,Yes,10,56.98067951
Grayling,Salmonidae,Both Coasts,Fall,No,July,October,0.74,1041,25.23,11.28937438,,No,5,100
Mackerel,Scombridae,West Coast,Winter,Yes,June,October,4.12,1647,47.26,6.784692605,Climate Change,No,1,100
Char,Salmonidae,Both Coasts,Winter,No,April,October,2.16,2949,32.91,3.755927264,Pollution,No,2,38.83052454
Sergeant Major,Pomacentridae,East Coast,Fall,No,September,May,1.69,738,11.98,17.2072193,Habitat Destruction,Yes,10,39.61646467
Plaice,Pleuronectidae,West Coast,Spring,Yes,April,August,1.15,822,21.23,8.269250284,Pollution,No,6,100
Snapper,Lutjanidae,West Coast,Winter,Yes,January,May,2.83,2768,4.33,3.165427947,Climate Change,No,1,100
Grayling,Salmonidae,Both Coasts,Summer,Yes,June,January,0.6,2792,10.63,5.628707314,Habitat Destruction,No,1,100
Anthias,Serranidae,East Coast,Spring,Yes,May,July,4.92,2092,30.17,7.327091528,Climate Change,No,2,100
Sole,Pleuronectidae,West Coast,Fall,Yes,September,January,2.59,2869,12.63,4.511128791,,No,1,31.0843058
Kingfish,Scombridae,West Coast,Summer,No,July,February,4.93,1093,15.82,11.24201456,Pollution,No,6,30.6203461
Grouper,Serranidae,East Coast,Fall,Yes,August,January,1.17,552,37.61,18.78080467,Pollution,Yes,8,100
Halibut,Pleuronectidae,West Coast,Fall,Yes,January,March,4.76,284,1.61,17.33579683,Habitat Destruction,Yes,9,60.90427351
Bonito,Scombridae,West Coast,Winter,No,August,November,0.76,487,23.7,13.18177387,,Yes,10,92.85382117
Emperor,Lutjanidae,West Coast,Summer,No,March,July,0.1,2353,49.28,6.12145345,Pollution,No,3,100
Grayling,Salmonidae,Both Coasts,Summer,Yes,May,October,1.13,1901,9.88,4.942953705,Overfishing,No,1,99.5620431
Kingfish,Scombridae,West Coast,Spring,No,April,January,0.58,1195,49.93,11.3010924,Habitat Destruction,Yes,6,41.7649532
Anthias,Serranidae,East Coast,Winter,No,November,February,2.78,2254,34.33,7.121480238,Habitat Destruction,No,1,100
Jobfish,Lutjanidae,West Coast,Winter,Yes,February,September,0.87,1461,29.85,11.56740933,Pollution,Yes,7,42.96835929
Mackerel,Scombridae,West Coast,Spring,Yes,September,October,3.83,1392,45.71,9.850148999,Overfishing,No,7,38.2924288
Damselfish,Pomacentridae,East Coast,Winter,No,March,February,1.54,117,19.98,13.10649329,Overfishing,Yes,9,100
Tuna,Scombridae,West Coast,Winter,Yes,October,September,1.23,1265,31.56,10.70987343,,Yes,5,100
Kingfish,Scombridae,West Coast,Fall,No,July,November,1.8,2515,14.6,7.676109765,Pollution,No,1,100
Char,Salmonidae,Both Coasts,Summer,Yes,June,March,2.61,1486,15.59,10.2354671,,Yes,7,100
Emperor,Lutjanidae,West Coast,Spring,Yes,July,May,4.32,311,24.41,12.6909046,Habitat Destruction,Yes,8,100
Jobfish,Lutjanidae,West Coast,Summer,Yes,July,March,1.84,2347,43.17,2.002673594,Climate Change,No,4,100
Mackerel,Scombridae,West Coast,Summer,No,May,July,4.77,1240,16.4,8.215844995,,No,6,85.5609934
Bonito,Scombridae,West Coast,Summer,Yes,June,July,3.02,160,47.5,15.34267829,Overfishing,Yes,10,92.24629021
Emperor,Lutjanidae,West Coast,Summer,Yes,October,January,4.79,1202,27.43,10.12202032,Overfishing,No,5,54.70224059
Mackerel,Scombridae,West Coast,Spring,Yes,August,June,4.05,1469,32.67,10.8276828,Pollution,Yes,7,89.34974914
Sergeant Major,Pomacentridae,East Coast,Summer,Yes,December,February,2.73,1252,18.39,10.13787428,Pollution,No,5,40.36118426
Plaice,Pleuronectidae,West Coast,Spring,No,May,March,3.15,2735,16.23,5.186018718,Climate Change,No,2,95.08993959
Sea Bass,Serranidae,East Coast,Winter,Yes,March,May,1.2,447,30.72,12.20326171,Climate Change,Yes,8,100
Jobfish,Lutjanidae,West Coast,Fall,No,January,October,1.95,2755,27.18,3.067847613,Pollution,No,3,100
Grayling,Salmonidae,Both Coasts,Fall,No,June,April,2.98,1607,12.58,3.531759582,Habitat Destruction,No,2,100
Chromis,Pomacentridae,East Coast,Fall,Yes,March,October,4.92,267,29.71,12.84490921,Climate Change,Yes,8,100
Plaice,Pleuronectidae,West Coast,Summer,No,May,January,4.87,298,24.18,16.12072611,Pollution,Yes,9,100
Mahogany Snapper,Lutjanidae,West Coast,Winter,Yes,January,September,3,1991,33.47,7.717259663,Pollution,No,4,54.77970295
Grayling,Salmonidae,Both Coasts,Spring,No,October,September,3.46,457,49.17,13.09399982,Overfishing,Yes,10,100
Grouper,Serranidae,East Coast,Winter,Yes,September,May,1.18,1731,35.32,5.6563307,Overfishing,No,3,51.10813334
Char,Salmonidae,Both Coasts,Summer,Yes,December,October,1.49,2736,36.86,4.71184044,Climate Change,No,1,100
Snapper,Lutjanidae,West Coast,Spring,Yes,November,January,2.37,713,30.46,14.66172877,Overfishing,Yes,10,68.23157806
Emperor,Lutjanidae,West Coast,Summer,No,October,December,0.68,1469,42.57,9.796191826,Overfishing,No,7,51.15035132
Halibut,Pleuronectidae,West Coast,Winter,Yes,July,September,1.23,1154,4.84,10.51531405,Overfishing,No,5,79.28256682
Sergeant Major,Pomacentridae,East Coast,Summer,Yes,March,November,1.91,1170,19.69,10.17506554,Climate Change,No,5,62.8269951
Bonito,Scombridae,West Coast,Winter,Yes,October,April,4.16,1322,41.45,8.17051698,Climate Change,No,7,60.29775985
Plaice,Pleuronectidae,West Coast,Winter,No,May,April,2.79,1140,1.24,8.416319347,Overfishing,No,7,100
Grouper,Serranidae,East Coast,Winter,No,May,April,4.98,1314,13.27,11.43267403,Overfishing,No,6,29.47374903
Sergeant Major,Pomacentridae,East Coast,Summer,No,April,October,3.62,2703,15.83,2.615565997,,No,3,98.32662345
Clownfish,Pomacentridae,East Coast,Winter,Yes,April,June,1.54,231,29.75,13.09229936,Habitat Destruction,Yes,10,100
Plaice,Pleuronectidae,West Coast,Summer,Yes,March,January,3.03,1906,6.35,4.999856059,,No,2,42.7437772
Chromis,Pomacentridae,East Coast,Fall,Yes,April,December,1.91,2789,41.13,7.662589758,,No,3,100
Sea Bass,Serranidae,East Coast,Winter,Yes,October,November,2.41,1870,5.99,3.939135759,Climate Change,No,2,100
Char,Salmonidae,Both Coasts,Winter,No,December,September,3.28,875,31.71,10.29574926,Pollution,Yes,7,100
Grouper,Serranidae,East Coast,Winter,Yes,January,May,0.62,531,41.11,13.2427401,Overfishing,Yes,8,49.80214044
Plaice,Pleuronectidae,West Coast,Winter,Yes,August,November,1.54,1823,48.93,4.100281013,Pollution,No,2,61.77393729
Chromis,Pomacentridae,East Coast,Spring,Yes,June,September,2.86,1940,38.94,2.119134079,Pollution,No,4,100
Sergeant Major,Pomacentridae,East Coast,Summer,Yes,February,March,1.35,2595,37.66,6.782726897,Habitat Destruction,No,3,57.63410544
Tuna,Scombridae,West Coast,Fall,No,February,March,3.78,1892,45.03,2.589746023,Climate Change,No,4,100
Salmon,Salmonidae,Both Coasts,Spring,No,May,April,3.52,211,19.11,18.40840238,,Yes,9,64.96451313
Tuna,Scombridae,West Coast,Summer,No,September,April,2.75,1563,32.21,6.91414794,Pollution,No,4,26.75785707
Sea Bass,Serranidae,East Coast,Spring,No,September,December,0.47,2095,3,6.77498753,,No,1,100
Halibut,Pleuronectidae,West Coast,Spring,No,January,September,4.24,246,41.69,19.61726359,Climate Change,Yes,8,72.09699966
Emperor,Lutjanidae,West Coast,Fall,Yes,May,February,2.26,2152,19,6.200327683,Pollution,No,4,35.79798033
Grouper,Serranidae,East Coast,Fall,Yes,January,June,0.18,2180,19.16,4.157937373,Overfishing,No,1,100
Bonito,Scombridae,West Coast,Winter,Yes,January,February,0.36,393,24.92,16.7198727,Climate Change,Yes,9,52.25827058
